N°;type-id;thematic-id;Titre;author-id;editor-id;Mentions d'édition;Date de publication;Pagination;Tomaison;collection-id;language-id;ISSN - ISBN;Support;Adresse Document Source;Lien URL;localisation-id;Cote;Résumé;Statut;
415;14;3;Le projet urbain en temps de crise : l’exemple de Lisbonne;51;189;Non;19/06/13;160 p.;Non;34;5; 2-281-19557-0 ;Physique;Non;Non;1;AMU 00114;Révolutions - incendies et impasses économiques : les crises battent la mesure des évolutions urbaines à Lisbonne. Son projet urbain fait un pied de nez à la crise financière qui s’enracine en Europe et génère une inventivité à tout crin - de l’action urbaine aux initiatives sociales et culturelles - sources de convivialité et de cohésion. Sobre dans ses réalisations - ce projet urbain entérine une vision « haut de gamme » : valorisation de l’espace public - réduction de la place de la voiture - régénération du centre et création de polarités périphériques - réconciliation avec un fleuve majestueux - le Tage. Le livre invite à découvrir des projets phares de trois secteurs de la métropole : la ville historique - les rives du Tage et un « collier » de nouvelles centralités. Un guide mixant histoire et prospective - pour les arpenteurs de l’urbain !;Disponible;
416;14;3;Aménager la ville par la culture et le tourisme;282;189;Non;19/03/13;160 p.;Non;143;5; 2-281-19555-4;Physique;Non;Non;1;AMU 00115;La fabrication de la ville évoque avant tout la réalisation d’infrastructures (rues - places - parcs - réseaux) et la construction de logements - équipements publics - bureaux - industries - qui font sa matière visible. Tel a été longtemps – et demeure encore largement – le rôle dévolu aux aménageurs. Mais - derrière ces fonctions matérielles - se cachent des dimensions plus immatérielles comme l’image - le rayonnement international - l’attractivité - la fierté des habitants et leur sentiment d’appartenance à la ville ou au contraire de mise à l’écart - toutes réalités qui transforment nos villes et orientent leur avenir plus sûrement que beaucoup de réalisations matérielles. Ces questions ne sont pas nouvelles - mais des phénomènes récents comme la mondialisation ou la réduction du temps de travail leur ont donné une dimension sans précédent dans l’histoire. Comment ces questions interagissent-elles dans la politique des villes aujourd’hui - dans leur stratégie internationale comme dans leur politique vis-à-vis des habitants ? Comment organiser les différents métiers qui « font » la ville avec ceux qui « font » la culture ou le tourisme - pour passer d’une vision fractionnée par métiers à une vision partagée et à une action conjointe ? À partir de nombreux exemples - ce livre tente de répondre à ces questions et d’ouvrir des pistes pour demain.;Non disponible;
414;21;10;CLIMAT - AIR ET ÉNERGIE - ÉDITION 2014;8;331;Edition 2014;01/02/15;172 p.;Non;111;5;Non;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Environnement_Paysage\ENV00055_Ademe_Edition2014_CLIMAT_AIR_ENERGIE_20150201;http://www.ademe.fr/chiffres-cles-climat-air-energie-2014;5;ENV 00055;Afin de partager les chiffres clés « climat - air - énergie » avec l’ensemble des acteurs de la maîtrise de l’énergie - du développement des énergies renouvelables et de la lutte contre la pollution atmosphérique et le changement climatique - l’ADEME a souhaité réunir dans un seul document de référence les données essentielles sur la consommation énergétique - le développement des énergies renouvelables et les émissions de polluants atmosphériques et de gaz à effet de serre. Les secteurs concernés sont le bâtiment - les transports - l’industrie - l’agriculture et la forêt. L’édition 2014 présente l’évolution des chiffres clés depuis 1970 jusqu’à 2013 et inclut une nouvelle rubrique dédiée aux déchets.;Disponible;
413;15;13;Les conditions de production du logement social en Aquitaine;52;289;Non;01/11/14;23 p.;Non;111;5;Non;Physique;Non;Non;3;HAB 00025;Publication de l'Association régionale des organisme sociaux pour l'Habitat en Aquitaine consacré aux coûts et fiancements du logement social en Aquitaine sur la période 2005-2013. Cette publication vise à donner aux acteurs aquitains de l'habitat des points de repère sur les conditions économiques de production dulogement social dans la région.;Disponible;
412;11;10;L'eau dans la ville  I  Une amie qui nous fait la guerre;78;132;Non;01/03/15;320 p.;Non;111;5;Non;Physique;Non;Non;1;ENV 00054;« L’ouvrage croise l’analyse d’un ingénieur et d’une géographe dans une relation entre les villes et l’eau qui paraît évidente et qui pourtant ne va pas de soi. Il aborde pour les villes françaises  – une gestion de la ressource et des risques toujours plus réglementaire et technique  – des empilements réglementaires et institutionnels qui ne facilitent pas les choix  – un rapport à l’eau des urbains peu connu - une fois dépassée l’idée d’un retour de l’eau en ville et de la restauration plus naturelle des berges -   – des moyens financiers contraints par la crise mais aussi par les choix de gestion. L’objectif est de poser la part à faire aux logiques en place - de décrypter les signaux à analyser - pour dégager des questions à traiter par l’ensemble des acteurs et permettre au politique d’agir. »;Disponible;
411;21;3;Euroméditerranée à Marseille : Réconcilier la ville et le port;58;280;Non;01/12/14;4 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.aucame.fr/web/publications/quen_savons_nous/fichiers/QSN069_Euromed.pdf;1;AMU 00113;Au début des années 1990 - a été fait le constat du déclin de Marseille : défi cit démographique - déclin économique et défi cit d’image. Face à ce constat et sous l’impulsion de l’État et des collectivités locales - l’opération Euroméditerranée est lancée en 1995. C’est la plus grande opération de rénovation urbaine d’Europe du sud. Au cœur de Marseille - elle s’étend dans un périmètre de 480 hectares qui inclut - au nord du Vieux-Port et du centre de Marseille - une partie du port de commerce et les quartiers compris entre celui-ci et la gare Saint-Charles. Le maître mot de ce projet est l’attractivité qui passe par la mise en valeur d’un extraordinaire patrimoine naturel et bâti. Ce projet s’inscrit dans la durée : la première phase de 310 hectares est aujourd’hui achevée et laisse place à une seconde phase qui devrait s’achever au début des années 2030.;Disponible;
408;1;1;Regards croisés sur l'avenir du massif forestier des landes de Gascogne - Sabres 1/10/2013;147;213;Non;01/02/15;95 p.;Non;111;5;Non;Physique;Non;Non;1;AMT 00059;L'Etat a entrepris - par les entretiens de Marquèze - de réfléchir et proposer des thèmes d'action pour enrichir le processus de développement durable du massif forestier des landes de Gascogne. A la suite de la tenue le 1er octobre 2013 de la journée d'échange ;Disponible;
407;15;3;loi NOTRe Schémas régionaux et ingénierie;174;167;Non;01/02/15;2 p.;Non;111;5;Non;Physique;Non;Non;1;AMU 00112;A l'occasion des discussions autour de la loi NOTRe - la FNAU fait paraître un avis portant spécifiquement sur les chémas régionaux et l'ingénierie. La FNAU propose des schémas régionaux négociés et juridiquement robustes - souples dans les modalités d'association des acteurs et émet des préconisation pour une ingénierie apte à accompagner la nouvelle construction territoriale.;Disponible;
409;13;13;LE GUIDE DU LOGEMENT AIDE;119;235;Non;01/01/14;26 p.;Non;111;5;Non;Physique;Non;Non;3;HAB 00023(2);"Pour la première fois - et à l'initiative de la Fondation Abbé Pierre - des acteurs locaux du logement et de l'hébergement se sont regroupés au sein de la ""Conférence Habitat Social Pays Basque-Sud Landes"" - avec pour objectif de soutenir le développement des politiques locales de l'Habitat. La rédaction de ce guide pratique sur le logement aidé est le résultat de plusieurs mois de travail en commun. La visée de cet outil est pédagogique et n'a pas de vocation juridique. Ce guide est né d'un constat collectif : les démarches concernant les opérations de logements aidés peuvent paraitre compliquées Ce guide propose les clés de lecture essentielles à la mise en oeuvre d'un projet immobilier à vocation sociale. Il a été élaboré en concertation avec les différents partenaires pour permettre à tout élu local d'activer les leviers utiules afin de développer le logement social et conforter l'attractivité du territoire. ";Non disponible;
410;21;13;LA VACANCE DES LOGEMENTS;58;280;Non;01/12/14;4 p.;Non;111;5;Non;Physique;Non;Non;1;HAB 00024;"Depuis plusieurs années - la vacance des logements suscite des interrogations et anime les débats dans un contexte de ""crise du logement"" où de nombreux ménages rencontrenbt des difficultés pour se loger. Pourtant - un taux de vacance raisonnable est nécessaire pour assurer un bon fonctionnement du marché du logement et favoriser les parcours résidentiels des ménages. La vacance est un phénomène complexe qui recouvre des réalités mutiples selon sa définition - sa durée ou encore sa proportion. Le parc vacant est aussi profondément hétérogène suivant le contexte local et la situation du marché du logement. La présente publicatin se propose d'apporter un éclairage sur cette notion controversée.";Non disponible;
406;21;9;Requalification des espaces commerciaux : Retours d'expériences et premiers enseignements;85;254;Non;23/07/13;36 p.;Non;29;5;  978-2-11-138397-5;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Economie\ECO00027_requalification_espaces_commerciaux_certu_20130723.pdf;Non;5;ECO 00027;La croissance démographique et ses conséquences urbaines ont contribué au développement de l'activité commerciale en favorisant l'ouverture de nouveaux espaces commerciaux dans de nombreux bassins de vie de France métropolitaine. Par ailleurs - la consommation des ménages a été le principal moteur de la croissance économique en France depuis le début des années 2000. Or - depuis 2008 - elle a connu un net ralentissement en raison de la crise économique et sociale. L'expansion des zones commerciales s'est traduite par une augmentation constante des mises en chantier de nouvelles surfaces. Des données récentes montrent que le parc de l'immobilier commercial en France affiche un dynamisme qui contraste avec le ralentissement de l'activité des grands centres commerciaux et de la consommation des ménages. Le rendement financier des actifs commerciaux est d'ailleurs considéré comme l'un des plus élevés avant les actifs résidentiels et tertiaires. Ainsi la conjonction d'une croissance rapide des surfaces commerciales autorisées - de la faiblesse de la consommation des ménages et de la financiarisation de l'immobilier commercial représentent des facteurs de risque de dégradation des espaces commerciaux à court et moyen terme. Cette publication aborde à la fois les enjeux et les risques de la dégradation des espaces commerciaux pour les territoires en examinant les nouvelles tendances de consommation et en caractérisant les types d'espaces commerciaux actuels et leur degré de dégradation éventuelle. En reprenant les enseignements d'un séminaire technique et partenarial - le document propose également une typologie des formes de requalification et d'interventions sur les espaces commerciaux. La dernière partie donne lieu à des pistes pour conduire une opération de requalification tant du point de vu de la collectivité ou des services de l'État que de celui des opérateurs privés. ;Disponible;
